Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Label
8080,27.0,134,115,30325,51866,513,23,498.44,991,48,252.01,419693.08,12414.8,4837.11,4054.12,1,0,0,1,1,0,BENIGN
445,1992.0,137,17,16904,58343,1077,45,327.27,574,38,303.35,332474.2,16971.39,8700.77,4811.39,0,1,0,1,1,0,DDoS
445,77.0,123,29,880,19401,1460,14,238.59,202,66,81.8,111258.65,38103.91,6290.34,4016.5,0,0,0,0,1,0,BENIGN
443,60.0,57,43,17711,68151,1012,44,106.22,90,43,214.09,355385.45,29786.39,3822.55,2875.4,0,0,0,0,0,0,BENIGN
22,51.0,139,5,10486,14986,1058,33,437.48,1379,33,44.36,895126.92,13253.62,1470.42,4101.93,0,0,0,1,0,0,BENIGN
8080,27.0,115,165,46706,47899,995,98,256.55,988,58,129.31,392805.96,40788.6,8828.92,448.5,0,0,0,0,1,0,BENIGN
443,22.0,14,117,18797,35490,335,29,32.53,691,23,469.52,1321.01,47331.87,3258.49,4362.99,0,1,0,1,0,0,BENIGN
53,23.0,141,42,39708,34753,789,46,57.93,730,19,42.49,224137.15,33014.61,8945.15,1746.06,0,0,0,0,1,0,BENIGN
21,123.0,20,162,28259,10436,573,61,96.73,1129,81,136.95,907774.13,19115.35,6502.74,1128.06,0,0,0,0,0,0,BENIGN
80,86.0,66,152,13398,41322,686,59,434.37,202,31,166.07,238555.83,28047.66,354.63,4487.55,0,0,0,0,0,0,BENIGN
443,173.0,42,91,25189,63671,122,11,300.36,976,65,313.28,194875.02,23398.38,4496.05,4107.07,0,0,0,0,1,1,BENIGN
22,272.0,53,146,44043,86666,829,81,379.34,778,14,138.5,425542.42,15487.18,6270.68,586.01,0,1,0,0,0,0,BENIGN
80,152.0,68,141,8125,94809,989,27,479.58,429,62,321.04,553113.7,13695.83,8790.05,2629.55,0,0,0,0,0,0,BENIGN
22,31.0,79,29,14469,34481,988,56,235.18,504,63,42.8,550333.78,49561.95,6158.58,2955.11,0,0,0,0,1,0,BENIGN
21,19.0,83,51,11249,13301,1329,58,256.75,289,88,141.05,507223.78,30997.88,4958.23,3282.24,0,1,0,0,1,0,BENIGN
22,631.0,38,144,1166,75237,817,17,225.9,757,22,418.89,742298.14,43290.09,9922.17,634.95,0,1,0,0,0,0,DDoS
443,972.0,112,1,13773,95136,618,45,87.45,840,99,51.91,413860.49,10989.7,5146.32,4430.16,0,0,0,1,0,0,DoS Hulk
445,225.0,143,4,10335,86313,1033,85,94.45,201,42,478.55,765148.86,49233.28,3231.6,248.79,0,0,0,0,1,0,BENIGN
53,184.0,9,54,15466,92470,1250,4,289.1,187,27,142.66,338995.45,46791.35,4938.11,4225.29,0,0,0,1,1,0,BENIGN
8080,5.0,139,11,23800,83157,1349,58,476.15,934,21,321.07,730174.4,11081.67,5528.4,1867.01,0,0,0,0,0,0,BENIGN
8080,11.0,95,151,29361,77386,1042,88,195.43,11,93,251.86,422820.1,21025.7,7232.13,4681.04,0,0,0,0,1,0,BENIGN
445,13.0,117,148,38873,47190,366,90,285.4,935,60,151.44,952840.59,47279.54,3636.22,34.62,0,0,0,0,1,0,BENIGN
80,293.0,29,130,24088,35656,688,69,20.45,50,12,494.52,357221.47,42199.17,8414.86,478.2,1,0,0,0,1,0,DoS Hulk
445,134.0,70,157,27069,74301,814,43,160.68,1126,1,298.01,643236.23,46302.26,2129.81,4536.53,0,1,0,1,0,0,BENIGN
8080,481.0,1,129,4133,37303,823,99,40.76,655,64,335.74,20215.68,20611.97,7031.84,2455.93,0,1,0,0,1,0,DDoS
21,101.0,95,180,13791,17402,147,65,220.22,931,31,257.21,606808.33,24142.7,1461.48,948.86,0,0,1,0,1,0,BENIGN
21,52.0,60,192,48047,62630,633,53,223.8,1226,41,108.98,407714.14,451.93,9828.75,43.2,0,0,0,0,1,0,BENIGN
22,1921.0,126,135,8274,24753,248,72,413.86,671,27,35.18,803736.85,33110.87,5859.63,3302.69,0,1,0,0,1,0,PortScan
80,329.0,25,99,9027,54961,1021,88,495.25,1377,83,53.37,826460.67,12361.38,1120.2,2843.95,0,0,0,1,1,0,BENIGN
21,101.0,17,187,44476,77358,183,20,223.67,1205,7,98.03,943450.69,2154.1,8827.18,898.58,0,1,0,0,1,0,BENIGN
443,571.0,7,18,13196,21866,309,4,305.33,986,15,70.67,834761.09,7651.72,2408.77,4095.64,0,0,0,0,1,0,DoS Hulk
445,184.0,107,106,41020,40904,581,34,451.96,1129,78,417.68,604406.2,2054.08,4098.77,3261.65,0,0,1,0,0,0,BENIGN
443,112.0,133,69,12358,43073,432,42,339.76,116,25,373.12,286625.23,35524.26,5731.31,2348.4,0,1,0,1,0,0,BENIGN
8080,1739.0,98,52,6470,70257,1462,67,313.31,649,62,99.85,320031.0,20528.03,7332.58,4011.1,0,0,0,0,1,0,FTP-Patator
8080,24.0,97,199,32496,48272,1274,10,359.19,266,83,331.96,745525.84,35312.96,2831.33,1893.15,0,1,0,0,0,0,BENIGN
80,2874.0,99,22,45746,42465,1313,74,492.49,478,27,433.67,431467.67,5085.71,1590.93,4157.84,0,1,0,0,1,0,PortScan
80,363.0,44,131,46472,81768,706,17,393.66,577,71,58.9,274675.02,47157.64,7627.15,4135.74,0,0,0,0,0,0,BENIGN
445,11.0,66,72,14428,62232,90,94,407.69,281,74,185.75,103959.72,32203.26,411.1,2502.43,0,1,0,0,1,0,BENIGN
80,36.0,134,188,5749,11992,412,21,82.26,843,1,316.12,84997.46,10724.38,7830.84,3280.22,0,1,0,0,1,0,BENIGN
445,155.0,21,81,13765,5918,1038,58,293.4,96,14,21.83,80679.6,26559.32,7600.99,1676.18,0,1,0,0,0,0,BENIGN
445,29.0,28,130,45503,50046,660,60,471.44,54,89,411.18,847369.97,10641.86,2456.02,1878.61,0,0,0,1,0,0,BENIGN
443,118.0,98,194,33573,10368,354,5,433.74,241,93,94.93,110252.57,34674.07,9663.44,2967.15,0,0,0,1,1,0,BENIGN
53,9.0,73,138,33834,82290,1310,62,496.78,44,1,294.81,172435.38,33560.69,2727.65,2072.41,0,0,0,1,0,0,BENIGN
22,2995.0,147,165,17578,81404,185,61,204.09,1049,46,86.98,196606.21,49111.55,36.74,817.92,0,1,0,1,1,0,PortScan
8080,1030.0,118,18,29316,94623,774,23,182.95,745,20,21.26,341864.19,46961.81,4609.77,1220.5,0,0,0,0,0,0,Web Attack
22,68.0,138,122,45447,64681,304,81,231.13,754,93,282.78,351216.77,2905.66,8225.2,3369.2,0,0,0,0,1,0,BENIGN
21,1324.0,52,133,18502,37623,1284,18,440.78,1059,24,202.51,830241.07,41239.13,4071.74,4944.13,0,0,0,1,0,0,DoS Hulk
445,1057.0,97,45,6960,12226,640,26,403.27,837,94,466.62,271000.03,15273.06,3683.6,249.25,1,0,0,0,1,0,DDoS
445,155.0,89,85,5922,49818,667,54,70.86,881,9,40.17,127153.17,34714.61,1640.75,4755.6,0,0,0,1,1,0,BENIGN
80,33.0,23,124,44107,85993,1157,17,427.17,648,19,394.78,165291.91,35866.87,4313.74,0.55,0,0,0,0,1,0,BENIGN
22,35.0,135,133,6770,49605,746,80,249.32,838,85,67.77,701882.13,31371.71,295.62,1491.02,0,0,0,0,0,0,BENIGN
22,281.0,18,117,41555,98466,1191,69,35.19,787,66,438.05,262538.11,29348.35,7186.37,966.92,0,0,0,0,1,0,BENIGN
443,246.0,107,181,44153,11472,650,90,397.71,1259,27,356.17,546114.59,6943.45,7067.82,2878.2,0,0,1,0,1,0,BENIGN
443,9.0,100,198,40564,82286,1313,64,329.35,316,28,269.72,861030.89,28423.37,5998.55,2256.79,0,0,0,0,0,0,BENIGN
443,1.0,128,136,33312,39615,626,4,161.13,221,52,397.14,625263.39,16334.66,8205.9,2922.75,0,1,0,0,1,0,BENIGN
8080,1706.0,77,64,17043,79186,1313,43,65.57,992,43,369.97,621436.04,34184.22,8756.39,719.14,0,0,0,0,1,0,DoS Hulk
445,4474.0,41,186,9474,19031,580,58,344.5,746,32,489.8,365841.3,22743.59,6286.78,4715.1,0,0,0,0,0,0,Web Attack
53,163.0,116,38,42967,23462,551,65,62.86,1437,83,225.58,653752.4,9257.38,1920.43,3114.12,0,0,0,0,1,0,BENIGN
21,14.0,120,27,26864,16436,1176,82,189.21,336,89,463.26,777082.41,152.15,524.37,2183.77,0,1,0,0,0,0,BENIGN
445,57.0,144,110,8890,8411,1432,16,477.5,1092,70,300.99,523602.61,18476.99,6490.52,1936.15,0,0,0,0,1,0,BENIGN
53,67.0,95,60,11176,45795,877,0,218.73,1181,97,216.11,246859.94,26566.01,500.62,2614.24,0,0,0,1,1,0,BENIGN
21,74.0,136,91,23640,26679,191,35,341.56,842,88,432.44,731193.07,46464.41,8516.04,1630.69,0,0,0,0,1,0,BENIGN
8080,134.0,129,166,18203,31857,1244,12,83.54,244,43,9.89,459300.41,21776.16,5374.11,4363.59,0,0,0,0,1,0,BENIGN
53,94.0,119,115,22340,35270,526,69,298.04,296,91,341.58,733090.28,41420.6,2470.7,3794.87,0,0,0,0,0,0,BENIGN
53,102.0,42,15,17239,60067,1000,22,373.72,657,82,262.61,157573.31,4418.84,2995.47,3404.08,0,0,0,1,0,0,BENIGN
53,1200.0,21,148,12942,24774,1493,77,36.62,307,59,81.42,587875.46,47242.19,6739.5,3696.61,0,0,0,1,1,0,DoS Hulk
53,89.0,105,149,45205,51072,1277,42,155.2,632,54,324.84,222903.18,20897.85,1212.55,3469.21,0,0,0,1,1,0,BENIGN
80,6.0,137,62,17227,16576,1205,17,356.7,321,2,273.3,372957.41,7498.46,9759.7,3523.67,0,0,0,0,0,0,BENIGN
8080,204.0,76,168,47273,34297,742,55,281.14,186,6,452.13,752668.13,26772.18,723.07,592.51,0,0,0,0,0,0,BENIGN
53,10.0,128,175,34389,39455,518,58,312.35,1201,32,391.05,656880.76,47461.53,6860.77,3397.82,0,0,0,1,1,0,BENIGN
53,1028.0,81,71,2143,89168,494,43,42.69,840,31,38.59,862265.5,10767.13,9793.08,2334.36,0,1,0,0,1,0,PortScan
445,42.0,23,148,46712,99344,632,25,399.76,882,76,30.33,584211.12,20577.03,1795.13,1539.6,0,0,0,0,0,0,BENIGN
80,210.0,89,92,10875,24461,160,13,262.76,1447,21,213.28,52783.26,22826.02,4725.59,1462.84,0,0,0,0,1,1,BENIGN
22,84.0,137,133,36850,92792,440,75,294.75,665,85,146.82,806770.69,34471.51,2392.69,2462.15,0,0,0,1,1,0,BENIGN
21,60.0,13,32,13698,67474,977,90,454.41,123,69,175.92,406619.3,2936.83,8725.55,1162.93,0,0,0,0,1,0,BENIGN
443,138.0,136,101,27932,73244,401,87,483.1,750,78,59.01,128404.21,16977.18,3919.6,79.85,0,0,0,0,1,0,BENIGN
445,1381.0,49,62,12760,68465,617,51,486.28,761,2,454.38,183301.05,19476.84,3299.6,4400.8,0,1,0,1,0,0,PortScan
445,90.0,137,11,28263,57177,1271,69,457.23,142,56,228.48,990881.04,14996.31,6925.98,839.76,0,0,0,0,1,0,BENIGN
443,4223.0,57,104,5006,57684,617,61,76.36,228,10,310.94,439217.18,45164.31,5249.21,2232.19,0,0,0,0,0,0,DoS Hulk
8080,122.0,55,92,29042,9996,1378,86,314.89,1488,4,53.2,733290.29,2079.21,7180.42,2952.08,1,0,0,1,1,0,BENIGN
21,172.0,122,56,20666,6196,333,80,423.55,1440,4,126.77,505430.31,10225.42,5801.27,3146.82,0,0,0,0,0,1,BENIGN
53,16.0,135,73,17144,48431,301,32,23.63,1060,86,100.91,607917.04,6116.83,354.62,1406.54,0,0,0,0,1,0,BENIGN
443,82.0,76,24,26336,10561,336,69,499.87,98,77,21.73,530197.73,20075.63,9930.43,603.48,0,0,0,1,1,0,BENIGN
8080,34.0,54,177,25026,63608,1081,98,472.6,1191,2,267.29,721604.63,18756.13,9989.41,3760.47,0,0,0,1,0,0,BENIGN
21,914.0,63,149,9797,44620,964,34,419.9,226,81,300.37,293087.43,49694.03,3613.87,2543.05,0,0,0,1,0,0,DoS GoldenEye
80,3089.0,95,39,37054,88009,1487,49,320.55,351,53,261.03,72255.99,40615.1,8509.2,4957.43,0,0,0,1,1,0,Web Attack
445,1805.0,142,0,43158,48486,190,95,456.63,332,9,100.27,609460.52,43558.37,399.59,643.52,0,1,0,0,0,0,PortScan
445,177.0,7,131,14912,19408,54,81,137.08,451,79,69.12,991656.3,47111.27,8756.6,3656.73,0,0,0,0,0,0,BENIGN
22,20.0,87,152,4096,54611,428,15,484.39,481,62,415.07,171284.35,16220.46,4787.29,4668.17,0,0,0,0,0,0,BENIGN
22,20.0,29,91,46355,13152,1046,74,399.67,313,56,67.91,714516.59,27211.39,9517.87,112.53,0,0,0,0,0,0,BENIGN
22,33.0,118,17,46090,68999,1489,37,165.26,580,56,396.54,946844.08,38029.8,1922.58,2232.55,0,0,0,0,0,0,BENIGN
8080,584.0,101,14,39193,12686,828,99,283.88,751,7,461.71,527461.36,13110.09,7030.57,1996.85,0,0,0,0,1,0,DoS Hulk
445,364.0,108,112,14249,77770,342,16,457.34,443,63,382.03,656306.15,24576.49,2451.46,4547.26,0,0,0,1,0,0,DoS Hulk
80,0.0,33,183,44273,82519,182,79,176.37,960,88,489.11,5968.99,45676.86,7826.08,4503.53,0,0,1,0,0,0,BENIGN
445,1767.0,73,176,32788,30532,1379,43,394.93,699,47,442.77,914598.48,31904.11,2645.53,415.51,0,0,0,1,1,0,DoS Hulk
53,25.0,48,27,15362,18784,685,11,191.44,1137,91,356.66,432184.04,43714.25,2805.81,4790.06,0,0,0,0,0,0,BENIGN
21,2498.0,25,27,34814,9402,126,55,97.3,458,96,310.16,273972.06,26328.29,7563.29,131.1,0,0,0,0,0,0,DoS Hulk
21,42.0,92,47,1430,42426,821,92,224.58,360,56,336.95,602791.15,3837.42,7498.98,3807.03,0,0,0,1,1,0,BENIGN
53,53.0,127,60,18155,83893,577,50,365.83,1005,29,8.85,207682.33,18382.35,1164.64,2849.82,0,1,0,0,1,0,BENIGN
8080,116.0,60,139,49074,66079,332,65,109.31,1072,26,83.17,203918.79,870.59,2344.8,2132.65,0,1,0,0,0,0,BENIGN
80,3875.0,53,95,36081,90473,612,20,341.69,595,80,178.82,44202.83,39907.23,7344.63,648.72,0,1,0,0,1,0,PortScan
21,1085.0,28,154,29097,4997,791,22,123.08,864,49,477.52,523140.57,3911.5,1537.58,3624.63,0,0,0,0,1,0,DoS GoldenEye
443,84.0,79,177,29916,97398,1161,86,184.78,596,8,169.92,685249.26,18386.06,9400.57,1454.02,0,0,0,0,1,0,BENIGN
21,3125.0,79,120,42985,52193,461,39,63.17,1305,18,435.33,960255.3,30046.01,4949.33,3021.3,0,0,0,0,0,0,DDoS
443,82.0,94,90,23815,45763,1324,32,402.03,767,80,127.29,252499.32,4657.11,7408.36,2687.17,0,0,0,0,1,0,BENIGN
443,246.0,45,27,46654,25467,359,32,298.01,770,92,376.77,992258.99,29119.38,2169.14,60.41,0,0,0,0,1,0,BENIGN
443,1952.0,2,12,34791,47629,935,74,327.8,566,16,420.63,588691.58,49047.43,873.11,2724.22,0,1,0,1,1,0,PortScan
8080,164.0,102,147,11500,4092,1279,27,153.16,457,12,387.47,23361.3,41684.03,6066.21,3122.46,0,0,0,0,1,0,BENIGN
22,2374.0,119,68,9695,47624,597,19,354.91,487,12,465.14,740611.73,10927.67,4315.47,4139.63,0,0,0,1,1,0,DoS Hulk
53,89.0,44,12,14072,51302,549,33,440.45,538,41,422.21,898772.23,38012.37,6916.36,1978.6,0,0,0,0,0,0,BENIGN
8080,149.0,57,63,30109,97963,806,41,20.7,935,0,178.12,644717.14,16455.09,5508.88,1330.96,0,1,0,0,1,0,DDoS
21,61.0,68,17,13516,66888,495,12,30.38,1236,76,263.1,921875.77,15395.68,5149.63,651.88,0,0,0,0,0,0,BENIGN
53,61.0,140,158,19252,88721,55,77,44.18,851,86,426.69,170500.6,31249.35,3032.8,2288.72,0,0,0,1,0,0,BENIGN
21,2001.0,27,86,38293,49015,1328,40,187.3,1341,34,271.86,384969.42,30511.56,4633.78,3597.04,0,1,0,0,1,0,PortScan
22,184.0,80,178,4787,16509,224,54,428.06,471,35,470.95,395678.01,6743.84,5112.64,2327.03,0,0,0,0,0,0,BENIGN
443,244.0,74,89,25289,78585,216,33,154.3,840,59,187.19,886069.2,12562.92,7573.12,3740.78,0,0,0,0,0,0,BENIGN
445,16.0,2,131,42976,52396,1425,85,124.97,233,72,269.33,379110.53,38480.54,2159.22,4532.88,1,0,0,1,0,0,BENIGN
53,199.0,56,140,49119,3699,1250,11,325.86,1245,56,214.31,761381.13,24433.47,9555.32,3560.77,0,1,0,1,1,0,BENIGN
53,67.0,39,111,45283,52248,295,88,109.31,1187,21,459.69,869338.62,19927.54,3786.72,3776.75,0,0,0,0,0,0,BENIGN
22,66.0,31,1,26878,27162,948,98,327.31,373,5,83.42,740160.01,25242.03,4193.68,3583.45,0,1,0,0,1,0,BENIGN
22,13.0,88,176,48816,92701,127,85,24.73,1280,93,215.77,468533.11,49601.3,1867.44,3292.6,0,0,0,0,0,0,BENIGN
80,27.0,127,135,32831,7601,309,8,318.49,163,31,62.19,264992.89,4598.0,511.52,271.24,0,0,0,0,1,0,BENIGN
21,62.0,17,104,36384,42987,982,12,180.81,592,44,169.47,520388.43,28358.05,1226.84,3391.59,0,0,0,0,1,0,BENIGN
22,51.0,57,132,8093,86532,1123,19,175.3,1403,0,366.06,792294.85,26641.8,5912.17,3367.05,0,0,0,1,1,0,BENIGN
443,38.0,85,46,9963,56217,1062,63,168.97,376,48,312.0,375121.46,32151.76,4480.71,1941.54,0,0,0,0,1,0,BENIGN
22,51.0,38,21,47709,4410,612,48,313.22,571,8,92.65,610978.53,47371.07,3029.54,968.01,0,0,0,0,1,0,BENIGN
22,180.0,70,181,31193,69610,932,85,231.17,1212,13,146.13,515052.97,13671.76,6772.98,3618.4,0,1,0,0,1,0,BENIGN
443,308.0,100,145,49793,5805,899,29,404.93,439,18,325.8,571054.78,15826.75,9919.69,4892.62,1,1,0,1,1,0,DoS Hulk
80,37.0,57,110,37844,60186,982,65,294.27,1037,38,180.61,491010.64,13621.94,4822.32,2064.25,0,0,0,0,1,0,BENIGN
22,3128.0,26,197,34254,11389,1296,60,459.34,1321,45,333.73,626760.86,12163.23,561.33,2686.5,1,0,0,0,0,0,DoS Hulk
53,62.0,4,106,6348,76757,489,49,451.62,1308,1,417.06,629708.48,28450.27,731.89,3084.94,0,0,0,0,1,0,BENIGN
8080,23.0,128,84,34512,60606,283,26,223.9,305,33,199.34,748567.36,2262.57,6155.32,3976.5,0,0,0,1,1,0,BENIGN
21,1077.0,11,197,40497,82295,594,47,331.29,1010,67,380.79,63343.83,24169.34,3931.22,1315.52,1,0,0,1,0,1,DoS GoldenEye
445,31.0,27,7,46519,80070,1114,40,138.19,1122,39,132.63,56721.5,36743.33,2489.12,1461.16,0,0,0,1,1,0,BENIGN
443,7.0,134,140,19907,1084,692,43,49.19,193,12,354.4,325494.98,24131.5,4231.07,2630.54,0,0,1,0,1,0,DDoS
8080,302.0,122,94,38038,15170,1189,39,288.99,475,81,300.6,714066.38,41221.7,7171.87,1777.3,1,0,0,0,0,0,BENIGN
53,373.0,25,188,4350,95124,1129,58,62.71,915,47,315.21,392933.32,1350.48,3005.91,2572.95,0,0,0,1,0,0,BENIGN
22,41.0,119,155,19611,9628,1247,66,259.41,505,17,150.11,482688.91,47056.13,1847.86,1302.18,0,0,0,0,1,0,BENIGN
80,178.0,137,1,36654,79298,127,62,69.8,1065,84,338.51,680090.94,36963.91,9104.22,3025.35,0,0,0,1,0,0,BENIGN
8080,285.0,43,120,25047,74034,1407,34,199.64,773,10,254.8,368889.85,44621.37,5162.6,4394.96,0,0,0,0,0,0,BENIGN
80,146.0,78,9,30347,86346,1450,23,370.64,800,31,435.26,956231.77,47286.38,775.45,2574.2,1,0,0,1,0,0,BENIGN
21,4125.0,149,166,28825,37031,529,87,34.05,596,80,414.82,419950.48,26664.76,734.8,1027.23,1,0,0,0,1,0,DoS Hulk
80,249.0,83,26,35967,33505,176,64,107.62,754,42,97.26,33835.78,39721.79,2951.89,1503.7,0,0,0,1,0,0,BENIGN
21,76.0,78,23,18990,49679,1170,28,32.25,1175,82,401.81,374366.64,45455.72,4253.66,3117.8,0,0,0,1,1,0,BENIGN
53,1132.0,148,123,47925,43458,456,79,143.79,828,7,465.26,959944.92,25248.33,956.07,2321.9,0,1,0,0,1,0,PortScan
21,100.0,128,22,41574,46942,1431,89,403.78,708,58,91.71,838088.89,24135.79,5200.12,1066.91,0,1,0,0,1,0,BENIGN
445,67.0,79,72,30447,12628,821,33,220.17,728,13,370.59,362087.48,33524.2,5496.51,1675.5,0,0,0,0,0,0,BENIGN
22,29.0,119,164,28948,9755,1311,90,39.34,631,61,3.51,596210.63,17778.09,8549.7,1476.03,0,0,0,0,0,0,BENIGN
22,88.0,11,143,6236,3402,1232,25,392.66,216,99,130.2,152464.64,25076.5,5575.1,4308.73,0,0,0,0,1,0,BENIGN
22,215.0,70,115,592,55884,1264,36,440.41,41,91,79.93,5712.6,22476.88,7057.56,2162.62,0,0,0,1,1,0,BENIGN
21,270.0,126,80,41971,78929,725,8,428.54,1458,78,361.54,478722.71,33020.82,7204.15,3000.12,0,0,0,1,0,0,DDoS
445,868.0,82,7,3532,83161,1004,66,453.09,339,54,400.94,850872.42,43726.32,7712.52,2207.16,0,1,0,1,0,0,PortScan
8080,37.0,54,166,16631,41024,420,95,282.95,802,17,89.21,876169.48,6400.25,3983.67,4817.56,0,0,0,0,0,0,BENIGN
80,29.0,78,18,35609,91908,1241,15,435.79,89,17,193.68,409780.99,4641.43,8209.34,4417.48,0,0,0,0,1,0,BENIGN
445,8.0,12,38,8204,35710,338,34,126.16,734,20,11.21,953156.86,1367.23,2005.53,3794.3,0,0,0,1,0,0,BENIGN
80,170.0,2,1,22611,72469,146,96,312.79,964,55,73.04,723050.49,5646.07,7016.75,2791.85,0,0,0,0,1,0,BENIGN
53,53.0,39,143,37524,54967,1089,64,142.06,493,57,416.63,184420.77,47461.32,9461.24,2485.37,0,1,1,0,0,0,BENIGN
53,124.0,28,147,3412,53815,1496,59,281.38,1105,8,0.89,569043.48,5767.69,5451.93,1411.66,0,0,0,1,0,0,BENIGN
22,55.0,43,167,48549,94185,633,94,282.62,1013,77,72.56,395480.3,16721.1,6824.39,3732.79,0,1,1,0,1,0,BENIGN
445,31.0,130,176,15217,72285,1116,35,50.22,495,84,113.04,576961.01,31214.23,2023.46,4141.35,0,0,0,0,1,0,BENIGN
443,14.0,10,108,2357,52236,502,49,290.59,282,32,304.02,41708.34,8467.26,4701.51,3585.36,0,0,0,1,1,0,BENIGN
22,5.0,52,96,10741,89444,800,71,20.4,170,88,154.43,772357.25,29497.95,6844.96,13.85,0,0,0,0,1,0,BENIGN
445,1250.0,148,168,32507,97942,665,22,342.08,977,57,139.55,161907.71,1658.83,2906.42,2427.79,0,0,0,0,1,0,DoS Hulk
22,34.0,10,32,12876,75771,436,24,299.6,1398,94,12.65,374727.06,18819.63,9034.31,1414.82,0,0,0,1,1,0,BENIGN
8080,36.0,8,149,18857,85343,68,43,258.11,1276,51,398.57,196975.86,23503.68,9452.29,1240.46,0,0,1,0,1,0,BENIGN
22,49.0,69,9,45482,33267,844,98,21.49,873,35,284.2,952477.03,39357.72,4037.75,3263.26,0,0,0,0,1,0,BENIGN
8080,1361.0,44,94,4405,2624,435,3,194.37,1178,0,183.61,176678.35,37236.99,391.96,4937.06,0,1,0,0,1,0,PortScan
53,85.0,68,112,10759,66780,989,11,439.22,61,62,87.66,111782.19,21495.24,3891.8,4418.28,0,0,0,0,0,0,BENIGN
